"School Year","District Code","District","School Code","Organization","Race","Gender","Grade","SpecialDemo","Geography","SubGroup","RowStatus","Dropouts","Students","PctDropouts"
"2023","36","Indian River School District","0","Indian River School District","All Students","Male","9th Grade","All Students","All Students","Male/9th Grade","REPORTED","63","544","11.6"
"2023","36","Indian River School District","0","Indian River School District","All Students","Male","9th Grade","Active EL Students","All Students","Male/9th Grade/Active EL Students","REPORTED","35","175","20"
"2023","36","Indian River School District","0","Indian River School District","All Students","Male","9th Grade","Homeless","All Students","Male/9th Grade/Homeless","REDACTED",,,
"2023","36","Indian River School District","0","Indian River School District","All Students","Male","9th Grade","Low-Income","All Students","Male/9th Grade/Low-Income","REPORTED","14","99","14.1"
"2023","36","Indian River School District","0","Indian River School District","All Students","Male","9th Grade","Non-EL Students","All Students","Male/9th Grade/Non-EL Students","REPORTED","28","294","9.5"
"2023","36","Indian River School District","0","Indian River School District","All Students","Male","9th Grade","Non-Foster Care","All Students","Male/9th Grade/Non-Foster Care","REPORTED","63","543","11.6"
"2023","36","Indian River School District","0","Indian River School District","All Students","Male","9th Grade","Non-Homeless","All Students","Male/9th Grade/Non-Homeless","REPORTED","61","535","11.4"
"2023","36","Indian River School District","0","Indian River School District","All Students","Male","9th Grade","Non Low-Income","All Students","Male/9th Grade/Non Low-Income","REPORTED","49","445","11"
"2023","36","Indian River School District","0","Indian River School District","All Students","Male","9th Grade","Non-SWD","All Students","Male/9th Grade/Non-SWD","REPORTED","57","457","12.5"
"2023","36","Indian River School District","0","Indian River School District","All Students","Male","9th Grade","Students with Disabilities","All Students","Male/9th Grade/Students with Disabilities","REDACTED",,"87",
"2023","36","Indian River School District","0","Indian River School District","All Students","Male","10th Grade","All Students","All Students","Male/10th Grade","REPORTED","43","445","9.7"
"2023","36","Indian River School District","0","Indian River School District","All Students","Male","10th Grade","Active EL Students","All Students","Male/10th Grade/Active EL Students","REPORTED","23","96","24"
"2023","36","Indian River School District","0","Indian River School District","All Students","Male","10th Grade","Homeless","All Students","Male/10th Grade/Homeless","REDACTED",,,
"2023","36","Indian River School District","0","Indian River School District","All Students","Male","10th Grade","Low-Income","All Students","Male/10th Grade/Low-Income","REPORTED","5","78","6.4"
"2023","36","Indian River School District","0","Indian River School District","All Students","Male","10th Grade","Military Connected Youth","All Students","Male/10th Grade/Military Connected Youth","REDACTED",,,
"2023","36","Indian River School District","0","Indian River School District","All Students","Male","10th Grade","Non-EL Students","All Students","Male/10th Grade/Non-EL Students","REPORTED","20","252","7.9"
"2023","36","Indian River School District","0","Indian River School District","All Students","Male","10th Grade","Non-Foster Care","All Students","Male/10th Grade/Non-Foster Care","REPORTED","43","444","9.7"
"2023","36","Indian River School District","0","Indian River School District","All Students","Male","10th Grade","Non-Homeless","All Students","Male/10th Grade/Non-Homeless","REPORTED","42","435","9.7"
"2023","36","Indian River School District","0","Indian River School District","All Students","Male","10th Grade","Non Low-Income","All Students","Male/10th Grade/Non Low-Income","REPORTED","38","367","10.4"
"2023","36","Indian River School District","0","Indian River School District","All Students","Male","10th Grade","Non-SWD","All Students","Male/10th Grade/Non-SWD","REPORTED","41","371","11.1"
"2023","36","Indian River School District","0","Indian River School District","All Students","Male","10th Grade","Students with Disabilities","All Students","Male/10th Grade/Students with Disabilities","REDACTED",,"74",
"2023","36","Indian River School District","0","Indian River School District","All Students","Male","11th Grade","All Students","All Students","Male/11th Grade","REPORTED","14","354","4"
"2023","36","Indian River School District","0","Indian River School District","All Students","Male","11th Grade","Active EL Students","All Students","Male/11th Grade/Active EL Students","REDACTED",,"34",
"2023","36","Indian River School District","0","Indian River School District","All Students","Male","11th Grade","Low-Income","All Students","Male/11th Grade/Low-Income","REDACTED",,"74",
"2023","36","Indian River School District","0","Indian River School District","All Students","Male","11th Grade","Non-EL Students","All Students","Male/11th Grade/Non-EL Students","REPORTED","10","247","4"
"2023","36","Indian River School District","0","Indian River School District","All Students","Male","11th Grade","Non-Foster Care","All Students","Male/11th Grade/Non-Foster Care","REPORTED","14","354","4"
"2023","36","Indian River School District","0","Indian River School District","All Students","Male","11th Grade","Non-Homeless","All Students","Male/11th Grade/Non-Homeless","REDACTED",,"351",
"2023","36","Indian River School District","0","Indian River School District","All Students","Male","11th Grade","Non Low-Income","All Students","Male/11th Grade/Non Low-Income","REPORTED","11","280","3.9"
"2023","36","Indian River School District","0","Indian River School District","All Students","Male","11th Grade","Non-SWD","All Students","Male/11th Grade/Non-SWD","REPORTED","13","285","4.6"
"2023","36","Indian River School District","0","Indian River School District","All Students","Male","11th Grade","Students with Disabilities","All Students","Male/11th Grade/Students with Disabilities","REDACTED",,"69",
"2023","36","Indian River School District","0","Indian River School District","All Students","Male","12th Grade","All Students","All Students","Male/12th Grade","REPORTED","14","367","3.8"
"2023","36","Indian River School District","0","Indian River School District","All Students","Male","12th Grade","Active EL Students","All Students","Male/12th Grade/Active EL Students","REDACTED",,"41",
"2023","36","Indian River School District","0","Indian River School District","All Students","Male","12th Grade","Low-Income","All Students","Male/12th Grade/Low-Income","REDACTED",,"61",
"2023","36","Indian River School District","0","Indian River School District","All Students","Male","12th Grade","Non-EL Students","All Students","Male/12th Grade/Non-EL Students","REPORTED","12","253","4.7"
"2023","36","Indian River School District","0","Indian River School District","All Students","Male","12th Grade","Non-Foster Care","All Students","Male/12th Grade/Non-Foster Care","REPORTED","14","366","3.8"
"2023","36","Indian River School District","0","Indian River School District","All Students","Male","12th Grade","Non-Homeless","All Students","Male/12th Grade/Non-Homeless","REPORTED","14","363","3.9"
"2023","36","Indian River School District","0","Indian River School District","All Students","Male","12th Grade","Non Low-Income","All Students","Male/12th Grade/Non Low-Income","REPORTED","13","306","4.2"
"2023","36","Indian River School District","0","Indian River School District","All Students","Male","12th Grade","Non-SWD","All Students","Male/12th Grade/Non-SWD","REPORTED","11","295","3.7"
"2023","36","Indian River School District","0","Indian River School District","All Students","Male","12th Grade","Students with Disabilities","All Students","Male/12th Grade/Students with Disabilities","REDACTED",,"72",
"2023","36","Indian River School District","0","Indian River School District","All Students","Male","All Students","All Students","All Students","Male","REPORTED","134","1,710","7.8"
"2023","36","Indian River School District","0","Indian River School District","All Students","Male","All Students","Active EL Students","All Students","Male/Active EL Students","REPORTED","64","346","18.5"
